ncessch_school_id,unemployment_rate,pct_adults_college,pct_children_married_couple,median_household_income,act_avg,frl_pct,statename,st,sch_name,sch_type_text,level,ncessch,state_fips,state_abbrev,state_name,census_region,census_division,log_median_income,act_composite_2016,percent_taking_2016,frl_x_unemployment,high_participation,income_quartile,frl_pct_z,median_household_income_z,unemployment_rate_z
120018002721,0.0631229235880399,0.743016759776536,0.780369290573372,97143.0,22.960927960928,0.175444371296906,,,,,,120018002721,12,FL,Florida,South,South Atlantic,11.48393939868413,19.9,81,0.011074561643326299,1,Q4_High,-1.0301872445143276,1.861904039400344,-0.6038215549883219
120018003029,0.0658914728682171,0.786533816425121,0.794202898550725,82178.0,20.8608058608059,0.373498111912118,,,,,,120018003029,12,FL,Florida,South,South Atlantic,11.316642905319645,19.9,81,0.02461034070738764,1,Q4_High,-0.20131160419663313,1.2441806050556985,-0.5568655460387361
120018003301,0.0934065934065934,0.713690062543433,0.465671641791045,43324.0,22.7167277167277,0.283940397350993,,,,,,120018003301,12,FL,Florida,South,South Atlantic,10.676462032955628,19.9,81,0.026521905247070772,1,Q2_Medium_Low,-0.5761200161541914,-0.359630040986858,-0.09019505709362317
120018003545,0.116004296455424,0.587475149105368,0.506866416978777,43445.0,20.8363858363858,0.226885644768856,,,,,,120018003545,12,FL,Florida,South,South Atlantic,10.679251049273306,19.9,81,0.02631970959724639,1,Q2_Medium_Low,-0.8149001292325209,-0.3546354178291098,0.2930735212186476
120018003684,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,26.5506715506715,0.200581395348837,,,,,,120018003684,12,FL,Florida,South,South Atlantic,10.735396175137648,19.9,81,0.025458697569623337,1,Q2_Medium_Low,-0.924986167059266,-0.25106922359117356,0.47828610720804304
120018003815,0.0861928104575163,0.721358428805237,0.851030110935024,113203.0,23.0586080586081,0.128094481035658,,,,,,120018003815,12,FL,Florida,South,South Atlantic,11.636937946166839,19.9,81,0.011040823324560385,1,Q4_High,-1.2283514926994488,2.524826749428744,-0.21254449805988784
120018003823,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,20.2991452991453,0.269673704414587,,,,,,120018003823,12,FL,Florida,South,South Atlantic,11.358806451308258,19.9,81,0.028286464941210922,1,Q4_High,-0.6358276197881679,1.3902630129504998,0.10459391374917848
120018004037,0.134814363968351,0.700750804433321,0.598191214470284,67855.0,20.4212454212454,0.435844370860927,,,,,,120018004037,12,FL,Florida,South,South Atlantic,11.125128354515471,19.9,81,0.05875808164680196,1,Q4_High,0.05961401703668584,0.6529575679612543,0.6121018675093755
120018004050,0.0813594232749743,0.710396681358569,0.888779041028176,83802.0,19.8107448107448,0.38738338516215,,,,,,120018004050,12,FL,Florida,South,South Atlantic,11.336212152533827,19.9,81,0.03151728880309976,1,Q4_High,-0.14320028188403444,1.3112158778506002,-0.2945212117941401
120018004052,0.0583617476805963,0.807441446783279,0.721993531314319,89750.0,20.2014652014652,0.36701030927835,,,,,,120018004052,12,FL,Florida,South,South Atlantic,11.404783306350526,19.9,81,0.021419363066280672,1,Q4_High,-0.22846373747932186,1.5567366922496615,-0.6845735286379172
120018004058,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,23.3028083028083,0.186619718309859,,,,,,120018004058,12,FL,Florida,South,South Atlantic,10.735396175137648,19.9,81,0.023686618396069236,1,Q2_Medium_Low,-0.9834172472279326,-0.25106922359117356,0.47828610720804304
120018004318,0.0975107617443384,0.803356439255746,0.80785046728972,97593.0,22.1062271062271,0.182983682983683,,,,,,120018004318,12,FL,Florida,South,South Atlantic,11.488561048517612,19.9,81,0.017842878314523462,1,Q4_High,-0.998634435753835,1.880479084201887,-0.020586267184191934
120018007300,0.0617592014971928,0.531309297912713,0.733606557377049,51023.0,19.6398046398046,0.532423208191126,,,,,,120018007300,12,FL,Florida,South,South Atlantic,10.840031790437527,19.9,81,0.032882032196457585,1,Q3_Medium_High,0.4638065628807736,-0.04183166337112623,-0.6269509777372883
120018007555,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,21.8376068376068,0.188373804267844,,,,,,120018007555,12,FL,Florida,South,South Atlantic,11.358806451308258,19.9,81,0.019758800813864878,1,Q4_High,-0.9760762138443629,1.3902630129504998,0.10459391374917848
120024000296,0.243264659270998,0.507062146892655,0.138728323699422,26636.0,21.9352869352869,0.40273396424816,,,,,,120024000296,12,FL,Florida,South,South Atlantic,10.190018963230512,19.9,81,0.09797094058968693,1,Q1_Low,-0.0789565012331848,-1.0484752579827448,2.451474232407427
120024000298,0.223901098901099,0.577916295636687,0.705583756345178,44063.0,22.8388278388278,0.353968253968254,,,,,,120024000298,12,FL,Florida,South,South Atlantic,10.693375707007972,19.9,81,0.07925388103959537,1,Q2_Medium_Low,-0.28304610443000344,-0.3291256896349908,2.123058364741661
